Feature,Importance,Std
top_1_shareholder_location_Japan,0.09709417787364662,0.017982009612899433
top_2_shareholder_percentage,0.08745214383527686,0.010588477732733706
top_2_shareholder_location_Luxembourg,0.048322037372712054,0.012485401375736269
shares_float,0.040101189557889216,0.014690382599889999
cntry_of_risk_GB,0.029210913420240615,0.007565094763559124
shares_outstanding,0.028410070989515323,0.015726114876217362
return_usd,0.025936630084502244,0.005261106492871484
top_3_shareholder_percentage,0.024941680070905782,0.006645065540104579
vola,0.021505328592064554,0.004460397980363522
issuer_cntry_domicile_name_United States of America,0.02021216524501803,0.0032239600543566426
issuer_cntry_domicile_name_Japan,0.014941221690356388,0.009066673792201895
cntry_of_risk_JP,0.014941221689277561,0.009066673792006133
net_income_usd,0.013942467956171845,0.003942524798338456
cntry_of_risk_AU,0.010568366001741391,0.003917243728649537
gics_sub_ind_Interactive Media & Services,0.009334690087132624,0.003273196752049207
hist_rd_exp_usd,0.009330338827696927,0.002825089298920453
gics_sub_ind_Diversified Banks,0.008320328071923056,0.005585878031731699
cntry_of_risk_IN,0.007992310851981922,0.002185131840478576
top_3_shareholder_location_Luxembourg,0.007897409883182572,0.0058618645225967415
gics_sub_ind_Environmental & Facilities Services,0.0069416704782599425,0.005354207487510839
top_2_shareholder_location_Ireland,0.00690511377210602,0.006641130811932167
top_3_shareholder_location_United States,0.005602018011125853,0.00489353649580191
gics_sector_Financials,0.005267635395489278,0.006738557809118595
gics_sub_ind_Rail Transportation,0.005201881766398497,0.0018167890274362441
gics_sub_ind_Automobile Manufacturers,0.003987983385222493,0.0027627159726284814
gics_sub_ind_Restaurants,0.0037225319631623123,0.0013990358195534805
cntry_of_risk_FI,0.0036168974119100807,0.004085865883383415
issuer_cntry_domicile_name_Finland,0.0036168974119082375,0.004085865883382267
gics_sub_ind_Personal Care Products,0.003366113086486322,0.0017172441649285037
issuer_cntry_domicile_name_Hong Kong,0.00325810424172146,0.004076724257849786
hist_roa,0.002556026518088628,0.0017228395222144408
gics_sub_ind_Automotive Parts & Equipment,0.002527398472745623,0.0025455617798100035
gics_sub_ind_Multi-line Insurance,0.002425377781794258,0.000898966725228619
gics_sub_ind_Movies & Entertainment,0.0023283265879873614,0.0019250083128466522
"gics_sub_ind_Hotels, Resorts & Cruise Lines",0.0023137336981693514,0.0007734250825235261
gics_sub_ind_Health Care Distributors,0.0022078124158371295,0.002256072425215315
gics_sub_ind_Application Software,0.002191486959415756,0.0019348043475227018
top_3_shareholder_location_France,0.0021118084231582014,0.0013323810772708866
issuer_cntry_domicile_name_Singapore,0.0015942211165725472,0.0022745776727848555
gics_sub_ind_Air Freight & Logistics,0.001564660162905529,0.0006829670434115883
cntry_of_risk_SG,0.0014159486195781334,0.0008819930811836287
gics_sub_ind_Aerospace & Defense,0.0013051154375555707,0.00039727208067999887
gics_sub_ind_Data Processing & Outsourced Services,0.0012822372707717911,0.0009092810509583675
issuer_cntry_domicile_name_United Kingdom,0.0012817710787120461,0.0007451366493898254
top_1_shareholder_location_Canada,0.0012763250526159897,0.0012352976118732823
cntry_of_risk_DK,0.0012512923217553485,0.0010611676038642481
issuer_cntry_domicile_name_Denmark,0.0012512923217544492,0.0010611676038635644
gics_sub_ind_Biotechnology,0.001235966997119653,0.002552621002803596
hist_capex_depr,0.0012026172985751926,0.0034847852693648783
issuer_cntry_domicile_name_Netherlands,0.0011958950752476772,0.001014459441825379
gics_sub_ind_Water Utilities,0.0011673015978907908,0.0007485935580697734
gics_sub_ind_Electronic Manufacturing Services,0.0010495260436983456,0.0016321129849100253
hist_roe,0.001006007313181223,0.0010588636629002895
beta,0.0010021462659920099,0.0006284885431734918
top_3_shareholder_location_Sweden,0.000998638438870536,0.0013555633248817866
gics_sector_Consumer Staples,0.0009207272939271039,0.0015113966742822096
cntry_of_risk_NO,0.000911034226848495,0.0032209642737257354
top_1_shareholder_location_Australia,0.0008525404357189404,0.0007410126988615984
top_1_shareholder_percentage,0.0006721289186941371,0.0012481593241960615
issuer_cntry_domicile_name_Spain,0.0006686221744239606,0.0004419874513929718
cntry_of_risk_ES,0.0006686221744238829,0.0004419874513929268
gics_sub_ind_Specialty Chemicals,0.0006291144209430777,0.001342862064268506
gics_sub_ind_Asset Management & Custody Banks,0.0005499212725711189,0.0025420191952795356
cntry_of_risk_IL,0.00042077850915790417,0.0007046188371363406
issuer_cntry_domicile_name_Germany,0.0003694454037684425,0.0008568391334769363
gics_sub_ind_Human Resource & Employment Services,0.00035809185572028835,0.000846761435659938
gics_sub_ind_Tires & Rubber,0.00035278804180733926,0.0007323241469307989
top_1_shareholder_location_Sweden,0.00035120512254734895,0.0006109649185398348
gics_sub_ind_Diversified Real Estate Activities,0.000322906354946384,0.00027602208714718894
hist_pe,0.0003145006318350352,0.0002699883451171274
gics_sub_ind_Health Care Supplies,0.0002915671432724198,0.0004711277328799139
gics_sub_ind_Commodity Chemicals,0.0002901608935489408,0.00015214498767952088
gics_sub_ind_Diversified Chemicals,0.00028790420771966917,0.0002983540460155423
gics_sector_Real Estate,0.00027017501867141467,0.0003167028040069694
gics_sub_ind_Agricultural & Farm Machinery,0.0002458189304960667,0.0007851432404968104
gics_sub_ind_Trading Companies & Distributors,0.00023108631013710746,0.0005013648900772636
hist_fcf_yld,0.00020566924848011147,8.540887269366349e-05
gics_sub_ind_Consumer Electronics,0.00019401075795132393,0.00040027737759871254
top_3_shareholder_location_Australia,0.00019296892659623755,0.00033066060124590146
gics_sub_ind_Transaction & Payment Processing Services,0.00018539318182743126,0.00014960401136554334
gics_sector_Consumer Discretionary,0.00016686485168883048,0.0008694149970407114
gics_sub_ind_Household Products,0.0001620998076900304,0.0002769376082157842
top_1_shareholder_location_Norway,0.00015358108194032382,0.00027424627314429686
issuer_cntry_domicile_name_China,0.00012355153545680065,0.0003455830777482468
gics_sector_Materials,8.248081406649898e-05,0.0002546961385582342
gics_sub_ind_Electronic Equipment & Instruments,5.527120952438791e-05,0.0002167892447281306
cntry_of_risk_BE,4.2532105558823474e-05,0.00025127808190681126
gics_sub_ind_Building Products,3.843545249859748e-05,3.239163930210739e-05
gics_sub_ind_Life Sciences Tools & Services,3.1427351783797075e-05,0.000660067514327588
gics_sub_ind_Managed Health Care,2.6035499294851937e-05,3.749512865968612e-05
issuer_cntry_domicile_name_Italy,2.3508414078621254e-05,4.8010985647977424e-05
hist_ebitda_ev,2.3418789300932995e-05,0.00020759236115237852
gics_sub_ind_Passenger Airlines,1.8376753786064625e-05,2.8947545388154444e-05
cntry_of_risk_CA,1.1489980580070558e-05,6.686679396858731e-05
hist_eps_usd,1.1387839395593514e-05,8.062485878209233e-06
hist_net_chg_lt_debt_usd,1.0006179099675271e-05,5.7601174654907825e-05
